sentencePrep,label
"ha i wouldnt say that i just didnt read anything into way u seemed i dont like 2 be judgementali save that for fridays in the pub
",0
"no current and food here i am alone also
",0
"so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg 4  random
",0
"hmm dunno leh mayb a bag 4 goigng out dat is not too small or jus anything except perfume smth dat i can keep
",0
"yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd
",0
"geeeee  i love you so much i can barely stand it
",0
"ello babe u ok
",0
"ok lor wat time ü finish
",0
"no probably  ltgt 
",0
"today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me
",0
"thats cool princess i will cover your face in hot sticky cum 
",0
"im in office now  i will call you  ltgt  min
",0
"yesterday its with me only  now am going home
",0
"whore you are unbelievable
",0
"im not sure if its still available though
",0
"think ur smart  win £200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
",1
"goodmorningmy grandfather expiredso am on leave today
",0
"please dont text me anymore i have nothing else to say
",0
"v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night
",0
"im done c ü there
",0
"i need an 8th but im off campus atm could i pick up in an hour or two
",0
"as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop
",1
"i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished
",0
"shes find i sent you an offline message to know how anjolas now
",0
"urgent we are trying to contact u todays draw shows that you have won a £800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only
",1
"wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal 
",0
"the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
",0
"i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake  i am here waiting when you come back my love
",0
"nothin comes to my mind ü help me buy hanger lor ur laptop not heavy
",0
"okay good no problem and thanx
",0
"jay wants to work out first hows 4 sound
",0
"pls she needs to dat slowly or she will vomit more
",0
"u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
",1
"usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday
",0
"when can ü come out
",0
"die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad
",0
"feb  ltgt  is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr
",0
"bring it if you got it
",0
"aathiwhere are you dear
",0
"just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever not really 4 ever just a long time 
",0
"is that what time you want me to come
",0
"can you just come in for a sec theres somebody here i want you to see
",0
"u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597
",1
"can you plz tell me the ans bslvyl sent via fullonsmscom
",0
"hahahause your brain dear
",0
"call from 08702490080  tells u 2 call 09066358152 to claim £5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
",1
"you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750
",1
"you flippin your shit yet
",0
"haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
",0
"so dont use hook up any how
",0
"are you driving or training
",0
"santha num corrct dane
",0
"well i meant as opposed to my drunken night of before
",0
"even my brother is not like to speak with me they treat me like aids patent
",0
"what class of  ltgt  reunion
",0
"i want some cock my hubbys away i need a real man 2 satisfy me txt wife to 89938 for no strings action txt stop 2 end txt rec £150ea otbox 731 la1 7ws 
",1
"i come n pick ü up come out immediately aft ur lesson
",0
"hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
",0
"goodmorning today i am late for 1hr
",0
"pansy youve been living in a jungle for two years its my driving you should be more worried about
",0
"free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service
",1
"spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled 
",0
"mum ask ü to buy food home
",0
"do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
",0
"im working technical support voice process
",0
"alex says hes not ok with you not being ok with it
",0
"omg how did u know what i ate
",0
"i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
",0
"thnx dude u guys out 2nite
",0
"09066362231 urgent your mobile no 07xxxxxxxxx won a £2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap
",1
"updatenow  12mths half price orange line rental 400minscall mobileupd8 on 08000839402 or call2optoutj5q
",1
"promotion number 8714714  ur awarded a city break and could win a £200 summer shopping spree every wk txt store to 88039  skilgme tscs087147403231winawkage16 £150perwksub
",1
"wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
",0
"this is all just creepy and crazy to me
",0
"jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya
",0
"keep my payasam there if rinu brings
",0
"im gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday
",0
"wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text
",1
"ok
",0
"r u still working now
",0
"come to mahal bus stop ltdecimalgt
",0
"he also knows about lunch menu only da  i know
",0
"i love to wine and dine my lady
",0
"sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
",0
"u are subscribed to the best mobile content service in the uk for £3 per 10 days until you send stop to 82324 helpline 08706091795
",1
"white fudge oreos are in stores
",0
"i wont so wats wit the guys
",0
"ok i wont call or disturb any one i know all are avoiding me i am a burden for all
",0
"should i tell my friend not to come round til like  ltgt ish
",0
"when you just put in the  sign choose my number and the pin will show right
",0
"you have won a guaranteed £1000 cash or a £2000 prize to claim yr prize call our customer service representative on 08714712394 between 10am7pm
",1
"were trying to find a chinese food place around here
",0
"gam gone after outstanding innings
",0
"hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
",1
"hello which the site to download songs its urgent pls
",0
"i dnt wnt to tlk wid u
",0
"she doesnt need any test
",0
"then get some cash together and ill text jason
",0
"i cant pick the phone right now pls send a message
",0
"she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife
",0
"hope you are having a great day
",0
"im in class did you get my text
",0
"probably gonna swing by in a wee bit
",0
"ffffffffff alright no way i can meet up with you sooner
",0
"shall call now dear having food
",0
"funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens
",0
"same wana plan a trip sometme then
",0
"yes but i dont care cause i know its there
",0
"neva mind its ok
",0
"cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
",0
"if you wereare free i can give otherwise nalla adi entey nattil kittum
",0
